Gmt time;Open;High;Low;Close;Volume
2024-01-08 22:00:00;2029.38;2029.85;2026.14;2027.28;2322
2024-01-08 22:30:00;2027.29;2027.51;2026.15;2027.19;2480
2024-01-08 23:00:00;2027.18;2028.77;2027.13;2028.64;1284
2024-01-08 23:30:00;2028.64;2028.73;2027.58;2027.9;779
2024-01-09 01:00:00;2026.96;2028.93;2026.96;2028.85;559
2024-01-09 01:30:00;2028.88;2030.88;2028.56;2030.68;935
2024-01-09 02:00:00;2030.68;2034.87;2030.67;2033.87;1656
2024-01-09 02:30:00;2033.87;2034.96;2033.82;2034.39;1468
2024-01-09 03:00:00;2034.36;2035.67;2032.11;2032.59;2443
2024-01-09 03:30:00;2032.59;2033.45;2031.19;2032.17;2009
2024-01-09 04:00:00;2032.17;2035.88;2032.09;2035.0;1956
2024-01-09 04:30:00;2035.0;2035.71;2033.36;2034.11;1617
2024-01-09 05:00:00;2034.16;2034.89;2033.01;2034.37;1327
2024-01-09 05:30:00;2034.33;2034.48;2033.12;2033.63;829
2024-01-09 06:00:00;2033.63;2034.94;2032.9;2032.91;1309
2024-01-09 06:30:00;2032.91;2033.85;2032.28;2032.88;1054
2024-01-09 07:00:00;2032.88;2033.1;2031.7;2031.84;869
2024-01-09 07:30:00;2031.84;2033.43;2030.33;2032.8;1599
2024-01-09 08:00:00;2032.8;2033.23;2031.19;2032.74;1306
2024-01-09 08:30:00;2032.74;2035.19;2031.54;2033.15;2063
2024-01-09 09:00:00;2033.2;2036.97;2032.18;2036.4;2515
2024-01-09 09:30:00;2036.39;2037.23;2034.8;2036.02;3065
2024-01-09 10:00:00;2036.1;2038.29;2031.31;2031.81;3964
2024-01-09 10:30:00;2031.81;2034.88;2031.7;2034.33;2692
2024-01-09 11:00:00;2034.32;2035.66;2033.17;2035.06;2258
2024-01-09 11:30:00;2035.13;2037.04;2034.54;2035.44;2230
2024-01-09 12:00:00;2035.44;2038.34;2034.82;2037.8;2204
2024-01-09 12:30:00;2037.75;2038.56;2035.04;2035.43;1983
2024-01-09 13:00:00;2035.45;2035.73;2033.92;2035.2;1772
2024-01-09 13:30:00;2035.2;2035.6;2033.7;2035.02;1788
2024-01-09 14:00:00;2035.02;2036.33;2033.95;2035.12;1890
2024-01-09 14:30:00;2035.12;2036.35;2034.09;2036.34;1879
2024-01-09 15:00:00;2036.43;2036.46;2031.65;2033.09;3352
2024-01-09 15:30:00;2033.08;2042.03;2033.08;2038.65;5229
2024-01-09 16:00:00;2038.65;2040.16;2036.3;2036.57;4191
2024-01-09 16:30:00;2036.55;2037.59;2033.98;2034.73;5279
2024-01-09 17:00:00;2034.73;2035.67;2033.0;2034.45;4248
2024-01-09 17:30:00;2034.46;2035.04;2028.77;2028.81;4213
2024-01-09 18:00:00;2028.84;2030.73;2026.06;2029.24;4463
2024-01-09 18:30:00;2029.27;2031.62;2028.77;2031.22;2871
2024-01-09 19:00:00;2031.19;2032.06;2028.64;2029.16;2775
2024-01-09 19:30:00;2029.16;2029.51;2027.09;2027.67;2352
2024-01-09 20:00:00;2027.67;2029.69;2026.9;2027.44;2663
2024-01-09 20:30:00;2027.47;2029.35;2026.82;2029.23;1929
2024-01-09 21:00:00;2029.23;2030.07;2028.7;2029.07;1347
2024-01-09 21:30:00;2029.07;2029.4;2027.8;2028.85;1356
2024-01-09 22:00:00;2028.95;2031.14;2028.95;2029.1;1318
